prwp_id,date,author,title,year,ssrn_downloads,ssrn_id,okr_downloads,okr_abstract_views,okr_handle,dandr_downloads,total_downloads
197,1989-05-01,Fernando Clavijo; Riccardo Faini,Differentiating Cyclical and Long- Term Income Elasticities of Import Demand,1989,NA,NA,NA,NA,NA,401,401
198,1989-05-01,Chad Leechor; Robert Warner,Equity in Unequal Deductions: Implications of Income Tax Rules in Ghana and Nigeria,1989,NA,NA,NA,NA,NA,370,370
199,1989-05-01,Samuel Paul,Private Sector Assessment: A Pilot Exercise in Ghana,1989,NA,NA,NA,NA,NA,672,672
200,1989-04-01,T. Paul Schultz,"Women and Development:  Objectives,Frameworks, and Policy Interventions",1989,NA,NA,NA,NA,NA,1107,1107
201,1989-06-01,William R. Easterly,How Much Fiscal Adjustment is Enough? The Case of Colombia,1989,NA,NA,NA,NA,NA,397,397
202,1989-06-01,Alan H. Gelb,"Financial Policies, Growth, and Efficiency",1989,NA,NA,NA,NA,NA,976,976
203,1989-06-01,Nanak Kakwani; Ranjan Ray,Optimal Commodity Taxes Under Rationing,1989,NA,NA,NA,NA,NA,340,340
204,1989-05-01,Luis A. Riveros,The Impact of Labor Costs on Manufactured Exports in Developing Countries: An Econometric Analysis,1989,NA,NA,NA,NA,NA,465,465
205,1989-05-01,Sang-Woo Nam,What Determines National Saving? A Case Study of Korea and the Philippines,1989,NA,NA,NA,NA,NA,434,434
206,1989-05-01,Valerie E. Lee; E. Lockheed,The Effects of Single-Sex Schooling on Student Achievement and Attitudes in Nigeria,1989,NA,NA,NA,NA,NA,1733,1733
207,1989-05-01,Ana-Maria Arriagada,Occupational Training Among Peruvian Men: Does It Make a Difference?,1989,NA,NA,NA,NA,NA,391,391
208,1989-05-01,Marlaine E. Lockheed; Josefina Fonacier; Leonard J. Bianchi,Effective Primary Level Science Teaching in the Philippines,1989,NA,NA,NA,NA,NA,1381,1381
209,1989-08-01,International Economics; Department; International; Economic Analysis and; Prospects Division,Can the Industrial Countries Return to Rapid Growth?,1989,NA,NA,NA,NA,NA,377,377
210,1989-06-01,Roger H. Gordon,Notes on Cash-Flow Taxation,1989,NA,NA,NA,NA,NA,393,393
211,1989-05-01,Panos Varangis,Coffee Pricing Policies in the Dominican Republic,1989,NA,NA,NA,NA,NA,464,464
212,1989-12-01,Andres Solimano,How Private Investment Reacts to Changing Macroeconomic Conditions: The Case of Chile in the 1980s,1989,NA,NA,NA,NA,NA,601,601
213,1989-06-01,Stijn Claessens; Ishac Diwan,Conditionality and Debt Relief,1989,NA,NA,NA,NA,NA,398,398
214,1989-06-01,Peter R. Fallon; Luis A. Riveros,Adjustment and the Labor Market,1989,NA,NA,NA,NA,NA,515,515
215,1989-05-01,Francois Bourguignon; William H. Branson; Jaime de Melo,Adjustment and Income Distribution: A Counterfactual Analysis,1989,NA,NA,NA,NA,NA,481,481
216,1989-06-01,Jaime de Melo; L. Alan Winters,Price and Quality Effects of VERs — Revisited: A Case Study of Korean Footwear Exports,1989,NA,NA,NA,NA,NA,326,326
217,1990-03-01,Barbara Nunberg,Public Sector Management Issues in Structural Adjustment Lending,1990,NA,NA,NA,NA,NA,433,433
218,1989-07-01,Vittorio Corbo,"Public Finance, Trade, and Development: The Chilean Experience",1989,NA,NA,NA,NA,NA,410,410
219,1989-06-01,Avishay Braverman; J. Luis Guasch,Rural Credit in Developing Countries,1989,NA,NA,NA,NA,NA,1332,1332
220,1989-07-01,Samuel Paul; David Steedman; Francis X. Sutton,Building Capability for Policy  Analysis,1989,NA,NA,NA,NA,NA,1242,1242
221,1989-06-01,Ricardo J. Caballero; Vittorio Corbo,How Does Uncertainty About the Real Exchange Rate Affect Exports?,1989,NA,NA,NA,NA,NA,663,663
222,1989-11-01,Christopher Colclough,The Labor Market and Economic Stabilization in Zambia,1989,NA,NA,NA,NA,NA,449,449
223,1989-08-01,Jose Saul Lizondo,Overvalued and Undervalued  Exchange Rates in an Equilibrium Optimizing Model,1989,NA,NA,NA,NA,NA,435,435
224,1989-05-01,Stanley Fischer,The Economics of the Government Budget Constraint,1989,NA,NA,NA,NA,NA,723,723
225,1989-06-01,Paul Glewwe; Oussama Kanaan,Targeting Assistance to the Poor Using Household Survey Data,1989,NA,NA,NA,NA,NA,478,478
226,1989-07-01,Andres Solimano,"Inflation and the Costs of Stabilization: Country Experiences, Conceptual Issues, and Policy Lessons",1989,NA,NA,NA,NA,NA,471,471
227,1989-07-01,Samuel Paul,Institutional Reforms in Sector Adjustment Operations,1989,NA,NA,NA,NA,NA,431,431
228,1989-07-01,Robert Lynn; F. Desmond McCarthy,Recent Economic Performance of Developing Countries,1989,NA,NA,NA,NA,NA,495,495
229,1989-07-01,Steven B. Webb; Heidi S. Zia,The Effect of Demographic Changes on Saving for Life-Cycle Motives in Developing Countries,1989,NA,NA,NA,NA,NA,458,458
230,1989-07-01,Bent Hansen,"Unemployment, Migration, and Wages in Turkey, 1962-85",1989,NA,NA,NA,NA,NA,475,475
231,1989-05-01,Doug Addison,The World Bank Revised Minimum Standard Model: Concepts and Issues,1989,NA,NA,NA,NA,NA,3674,3674
232,1989-06-01,Nadine R. Horenstein,Women and Food Security in Kenya,1989,NA,NA,NA,NA,NA,1358,1358
233,1989-08-01,John Nellis,Public Enterprise Reform in Adjustment Lending,1989,NA,NA,NA,NA,NA,358,358
234,1989-06-01,William Easterly,A Consistency Framework  for Macroeconomic Analysis,1989,NA,NA,NA,NA,NA,1173,1173
235,1989-07-01,Steven B. Webb; Heidi S. Zia,"Borrowing, Resource Transfers, and External Shocks to Developing Countries: Historical and Counterfactual",1989,NA,NA,NA,NA,NA,426,426
236,1989-07-01,Peter Moock; Philip Musgrove; Morton Stelcner,Education and Earnings in Peru’s Informal Nonfarm Family Enterprises,1989,NA,NA,NA,NA,NA,371,371
237,1989-06-01,Aaron Benavot; David Kamens,The Curricular Content of Primary Education in Developing Countries,1989,NA,NA,NA,NA,NA,724,724
238,1989-08-01,Ehtisham Ahmad; Stephen Ludlow,The Distributional Consequences of A Tax Reform on A VAT for Pakistan,1989,NA,NA,NA,NA,NA,473,473
239,1989-07-01,Julio Nogués,The Choice Between Unilateral and Multilateral Trade Liberalization Strategies,1989,NA,NA,NA,NA,NA,769,769
240,1989-08-01,Ake Blomqvist; Emmanuel Jimenez,The Public Role in Private Post-Secondary Education: A Review of Issues and Options,1989,NA,NA,NA,NA,NA,421,421
241,1989-07-01,Ana-Maria Arriagada,The Effect of Job Training on Peruvian Women’s Employment and Wages,1989,NA,NA,NA,NA,NA,540,540
242,1989-07-01,Marlaine E. Lockheed; Nicholas T. Longford,A Multi-Level Model of School Effectiveness in a Developing Country,1989,NA,NA,NA,NA,NA,463,463
243,1989-07-01,Fawzi H. Al-Sultan,Averting Financial Crisis — Kuwait,1989,NA,NA,NA,NA,NA,987,987
244,1989-07-01,Alexander J. Yeats,Do Caribbean Exporters Pay Higher Freight Costs?,1989,NA,NA,NA,NA,NA,1667,1667
245,1989-08-01,Peter Poole,"Developing a Partnership of Indigenous Peoples, Conservationists, and Land Use Planners in Latin America",1989,NA,NA,NA,NA,NA,1372,1372
246,1989-07-01,Richard Hayes; Thierry Mertens; Geraldine Lockett; Laura Rodrigues,Causes of Adult Deaths in Developing Countries: A Review of Data and Methods,1989,NA,NA,NA,NA,NA,721,721
247,1989-08-01,Carlos A. Rodriguez,Macroeconomic Policies for Structural Adjustment,1989,NA,NA,NA,NA,NA,863,863
248,1989-08-01,Mansoor Dailami; Michael Walton,"Private Investment, Government Policy, and Capital in Zimbabwe",1989,NA,NA,NA,NA,NA,725,725
249,1989-08-01,Ricardo Bitran-Dicowsky; David W. Dunlop,The Determinants of Hospital Costs: An Analysis of Ethiopia,1989,NA,NA,NA,NA,NA,899,899
250,1989-08-01,William R. Cline,"The Baker Plan: Progress, Shortcomings, and Future",1989,NA,NA,NA,NA,NA,3410,3410
251,1989-08-01,Ishac Diwan; Dani Rodrik,"Patents, Appropriate Technology and North-South Trade",1989,NA,NA,NA,NA,NA,813,813
252,1989-08-01,V. A. Hajivassiliou,Do the Secondary Markets Believe in Life After Debt?,1989,566,569203,NA,NA,NA,410,976
253,1989-08-01,Helmut Reisen,"Public Debt, North and South",1989,NA,NA,NA,NA,NA,451,451
254,1989-08-01,Ishrat Husain; Saumya Mitra,Future Financing Needs of the Highly Indebted Countries,1989,NA,NA,NA,NA,NA,342,342
255,1989-08-01,Charles Humphreys; John Underwood,The External Debt Difficulties of Low Income Africa,1989,NA,NA,NA,NA,NA,1156,1156
256,1989-08-01,Sweder van Wijnbergen,Cash Debt Buybacks and the Insurance Value of Reserves,1989,NA,NA,NA,NA,NA,473,473
257,1989-08-01,Sweder van Wijnbergen,"Growth, External Debt, and the Real Exchange Rate in Mexico",1989,NA,NA,NA,NA,NA,635,635
258,1989-09-01,L. David Brown ; David C. Korten,Understanding Voluntary Organizations: Guidelines for Donors,1989,NA,NA,NA,NA,NA,1410,1410
259,1989-08-01,Barry Eichengreen; Richard Portes,Dealing with Debt: The 1930s and the 1980s,1989,NA,NA,NA,NA,NA,566,566
260,1989-08-01,Jagdeep S. Bhandari; Nadeem Ul Haque; Stephen J. Turnovsky,"Growth, Debt, and Sovereign Risk in a Small, Open Economy",1989,NA,NA,NA,NA,NA,542,542
261,1989-08-01,Sweder van Wijnbergen; Roberto Rocha; Ritu Anand,"Inflation, External Debt and Financial Sector Reform: A Quantitative Approach to Consistent Fiscal Policy",1989,NA,NA,NA,NA,NA,451,451
262,1989-08-01,Dermot McAleese; F. Desmond McCarthy,Adjustment and External Shocks in Ireland,1989,NA,NA,NA,NA,NA,390,390
263,1989-08-01,Peter Hazell; Mauricio Jaramillo; Amy Williamson,How Has Instability in World Markets Affected Agricultural Export Producers in Developing Countries,1989,NA,NA,NA,NA,NA,508,508
264,1989-09-01,Herve Plusquellec,Two Irrigation Systems in Colombia: Their Performance and Transfer of Management to Users’ Associations,1989,NA,NA,NA,NA,NA,1335,1335
265,1989-09-01,Alexander Yeats,Do African Countries Pay More for Imports? Yes,1989,NA,NA,NA,NA,NA,769,769
266,1989-08-01,Mansoor Dailami,Policy Changes that Encourage Private Business Investment in Colombia,1989,NA,NA,NA,NA,NA,428,428
267,1989-08-01,Cheryl W. Gray,Issues in Income Tax Reform in Developing Countries,1989,1083,569214,NA,NA,NA,2272,3355
268,1989-09-01,John Wakeman-Linn,Shortcomings in the Market for Developing Country Debt,1989,NA,NA,NA,NA,NA,466,466
269,1989-08-01,Women in Development; Division,Women in Development: Issues for Economic and Sector Analysis,1989,NA,NA,NA,NA,NA,1226,1226
270,1989-09-01,Keith Openshaw; Charles Feinstein,Fuelwood Stumpage: Financing Renewable Energy for the World’s Other Half,1989,NA,NA,NA,NA,NA,692,692
271,1990-01-01,Katherine Terrell; Jan Svejnar,How Industry-Labor Relations and Government Policies Affect Senegal’s Economic Performance,1990,NA,NA,NA,NA,NA,1140,1140
272,1989-12-01,T. Paul Schultz,Women’s Changing Participation in the Labor Force: A World Perspective,1989,NA,NA,NA,NA,NA,1744,1744
273,1989-09-01,Population and Human; Resources Department,"Population, Health, and Nutrition: FY88 Annual Sector Review",1989,NA,NA,NA,NA,NA,441,441
274,1990-05-01,Nancy Birdsall; Estelle James,Efficiency and Equity in Social Spending: How and Why Governments Misbehave,1990,NA,NA,NA,NA,NA,725,725
275,1989-08-01,Fred Arnold,"Revised Estimates and Projections of International Migration, 1980-2000",1989,NA,NA,NA,NA,NA,1223,1223
276,1989-08-01,Shahidur R. Khandker,Improving Rural Wages in India,1989,NA,NA,NA,NA,NA,515,515
277,1989-08-01,Shahidur R. Khandker; Hans P. Binswanger,The Effect of Formal Credit on Output and Employment in Rural India,1989,NA,NA,NA,NA,NA,515,515
278,1989-09-01,Anand Rajaram,Inflation and the Company Tax Base Methods to Minimize Inflation-Induced Distortions,1989,NA,NA,NA,NA,NA,509,509
279,1989-09-01,Paul M. Romer,What Determines the Rate of Growth and Technological Change,1989,159,569222,NA,NA,NA,1042,1201
280,1989-09-01,Bela Balassa,Adjustment Policies in East Asia,1989,NA,NA,NA,NA,NA,653,653
281,1989-09-01,Bela Balassa,Tariff Policy and Taxation in Developing Countries,1989,NA,NA,NA,NA,NA,614,614
282,1989-09-01,Bela Balassa,EMENA Manufactured Exports and EEC Trade Policy,1989,NA,NA,NA,NA,NA,375,375
283,1989-12-01,Tipsuda Sundaravej; Prasarn Trairatvorakul,Experiences of Financial Distress in Thailand,1989,NA,NA,NA,NA,NA,779,779
284,1989-10-01,Gershon Feder; Monika Huppi,The Role of Groups and Credit Cooperatives in Rural Lending,1989,NA,NA,NA,NA,NA,4434,4434
285,1990-02-01,John Richard Heath,Enhancing the Contribution of Land Reform to Mexican Agricultural Development,1990,NA,NA,NA,NA,NA,639,639
286,1989-09-01,Martin Ravallion; Monika Huppi,Poverty and Undernutrition in Indonesia during the 1980s,1989,NA,NA,NA,NA,NA,644,644
287,1989-10-01,Thanos Catsambas; Miria Pigato,The Consistency of Government Deficits with Macroeconomic Adjustment: An Application to Kenya and Ghana,1989,NA,NA,NA,NA,NA,493,493
288,1989-10-01,Emmanuel Jimenez; Marlaine E. Lockheed; Eduardo Luna; Vicente Paqueo,School Effects and Costs for Private and Public Schools in the Dominican Republic,1989,264,569228,NA,NA,NA,593,857
289,1989-10-01,Miguel A. Kiguel; Pablo Andrés Neumeyer,Inflation and Seigniorage in Argentina,1989,NA,NA,NA,NA,NA,1072,1072
290,1989-11-01,Avinash Dixit; Amy Williamson,Risk-Adjusted Rates of Return for Project Appraisal,1989,NA,NA,NA,NA,NA,628,628
291,1989-10-01,Sadiq Ahmed; Ajay Chhibber,How Can Indonesia Maintain Creditworthiness and Noninflationary Growth?,1989,NA,NA,NA,NA,NA,405,405
292,1989-11-01,Ronald Findlay,Is the New Political Economy Relevant to Developing Countries?,1989,68,569233,NA,NA,NA,677,745
293,1989-10-01,Mario O. Teijeiro,"Central Bank Losses: Origins, Conceptual Issues, and Measurement Problems",1989,NA,NA,NA,NA,NA,476,476
294,1989-10-01,Robert S. Pindyck,"Irreversibility, Uncertainty, and Investment",1989,NA,NA,NA,NA,NA,1077,1077
295,1989-10-01,Vinod Thomas,Developing Country Experience in Trade Reform,1989,NA,NA,NA,NA,NA,417,417
296,1989-11-01,Lawrence Haddad; Ravi Kanbur,How Serious is the Neglect of Intrahousehold Inequality?,1989,NA,NA,NA,NA,NA,643,643
297,1989-11-01,Refik Erzan; Junichi Goto; Paula Holmes,Effects of the Multi-Fibre Arrangement on Developing  Countries’ Trade: An Empirical Investigation,1989,NA,NA,NA,NA,NA,482,482
298,1989-12-01,Ahmad Jamshidi,Evaluating Global Macroeconomic Models: A Case Study of MULTIMOD,1989,NA,NA,NA,NA,NA,579,579
299,1989-11-01,Carlos Alfredo Rodriguez,The External Effects of Public Sector Deficits,1989,NA,NA,NA,NA,NA,439,439
300,1989-12-01,Mauricio Larrain,How the 1981-83 Chilean Banking Crisis was Handled,1989,NA,NA,NA,NA,NA,782,782
301,1989-11-01,Collin Mayer,Myths of the West: Lessons from Developed Countries for Development Finance,1989,NA,NA,NA,NA,NA,583,583
302,1989-11-01,Sherry Keith,Improving Support Services for Rural Schools: A Management Perspective,1989,NA,NA,NA,NA,NA,402,402
303,1989-11-01,Martin Ravallion,Is Undernutrition Responsive to Changes in Incomes?,1989,NA,NA,NA,NA,NA,406,406
304,1989-12-01,Merilee S. Grindle,The New Political Economy: Positive Economics and Negative Politics,1989,196,569241,NA,NA,NA,1683,1879
305,1989-12-01,Lawrence F. Salmen; A. Paige Eaves,World Bank Work with Non-Governmental Organizations,1989,NA,NA,NA,NA,NA,599,599
306,1989-12-01,Ali Khadr; Klaus Schmidt-Hebbel,A Method for Macroeconomic Consistency in Current and Constant Prices,1989,NA,NA,NA,NA,NA,607,607
307,1989-11-01,Alexander J. Yeats,On the Accuracy of Economic Observations: Do Sub-Saharan Trade Statistics Mean Anything?,1989,NA,NA,NA,NA,NA,463,463
308,1989-11-01,Yalcin M. Baran,Harmonizing Tax Policies in Central America,1989,NA,NA,NA,NA,NA,363,363
309,1989-11-01,Yalcin M. Baran,How to Improve Public Sector Finances in Honduras,1989,NA,NA,NA,NA,NA,454,454
310,1989-12-01,Ali Khadr; Klaus Schmidt-Hebbel,A Framework for Macroeconomic Consistency for Zimbabwe,1989,NA,NA,NA,NA,NA,599,599
311,1989-11-01,Leonardo Leiderman; Nissan Liviatan,Macroeconomic Performance Before and After Disinflation in Israel,1989,NA,NA,NA,NA,NA,424,424
312,1989-10-01,Mary M. Shirley,Improving Public Enterprise Performance: Lessons from South Korea,1989,NA,NA,NA,NA,NA,809,809
313,1989-11-01,Michael E. Colby,The Evolution of Paradigms of Environmental Management in Development,1989,NA,NA,NA,NA,NA,2527,2527
314,1989-11-01,Theodosios Palaskas; Panos Varangis,Primary Commodity Prices and Macroeconomic Variables: A Long-Run Relationship,1989,151,569248,NA,NA,NA,670,821
315,1990-01-01,Julio Nogués,"Notes on Patents, Distortions, and Development",1990,208,569249,NA,NA,NA,520,728
316,1989-12-01,Rudiger Dornbusch; Sebastian Edwards,The Macroeconomics of Populism in Latin America,1989,NA,NA,NA,NA,NA,9051,9051
317,1989-12-01,Zdenek Drabek; Andrzej Olechowski,Price and Quality Competitiveness of Socialist Countries’ Exports,1989,NA,NA,NA,NA,NA,452,452
318,1989-12-01,Sankarshan Acharya; Ishac Diwan,Sovereign Debt Buybacks as a Signal of Creditworthiness,1989,NA,NA,NA,NA,NA,478,478
319,1989-12-01,Refik Erzan,Trends in South-South Trade and the Potential in Non-Discriminatory Liberalization of Barriers,1989,NA,NA,NA,NA,NA,557,557
320,1989-11-01,Refik Erzan; Peter Svedberg,"Protection Facing Exports from Sub-Saharan Africa in the EEC, Japan, and the United States",1989,NA,NA,NA,NA,NA,412,412
321,1989-12-01,Jorge Marshall; Klaus Schmidt-Hebbel,Economic and Policy Determinants of Public Sector Deficits,1989,NA,NA,NA,NA,NA,626,626
322,1989-12-01,William McCleary,Earmarking Government Revenues: Does It Work?,1989,NA,NA,NA,NA,NA,582,582
323,1989-12-01,Miguel A. Kiguel; Nissan Liviatan,The Old and the New in Heterodox Stabilization Programs: Lessons from the 1960s and the 1980s,1989,NA,NA,NA,NA,NA,501,501
324,1989-12-01,F. T. Sai; K. Newman,Ethical Approaches to Family Planning in Africa,1989,NA,NA,NA,NA,NA,918,918
325,1989-12-01,Kyu Sik Lee; Alex Anas,Manufacturers’ Responses to Infrastructure Deficiencies in Nigeria,1989,NA,NA,NA,NA,NA,455,455
326,1990-01-01,Jaime de Melo; L. Alan Winters,Do Exporters Gain from Voluntary Export Restraints?,1990,NA,NA,NA,NA,NA,393,393
327,1990-01-01,James R. Tybout,Making Noisy Data Sing: A Micro Approach to Measuring Industrial Efficiency,1990,NA,NA,NA,NA,NA,374,374
328,1989-11-01,Rodolfo A. Bulatao; Eduard Bos; Patience W. Stephens; My T. Vu,"Europe, Middle East, and North Africa (EMN) Region Population Projections, 1989-90 Edition",1989,325,569259,NA,NA,NA,5916,6241
329,1989-11-01,Rodolfo A. Bulatao; Eduard Bos; Patience W. Stephens; My T. Vu,"Latin America and the Caribbean (LAC) Region Population Projections, 1989-90 Edition",1989,NA,NA,NA,NA,NA,2596,2596
330,1989-11-01,Rodolfo A. Bulatao; Eduard Bos; Patience W. Stephens; My T. Vu,"Africa Region Population Projections, 1989-90 Edition",1989,NA,NA,NA,NA,NA,3652,3652
331,1989-11-01,Rodolfo A. Bulatao; Eduard Bos; Patience W. Stephens; My T. Vu,"Asia Region Population Projections, 1989-90 Edition",1989,NA,NA,NA,NA,NA,1228,1228
332,1990-01-01,Ashok Gulati; with James Hanson; and Garry Pursell,"Effective Incentives in India’s Agriculture: Cotton, Groundnuts, Wheat, and Rice",1990,NA,NA,NA,NA,NA,1123,1123
333,1990-01-01,Stijn Claessens; Sweder van Wijnbergen,An Option-Pricing Approach to Secondary Market Debt (Applied to Mexico),1990,NA,NA,NA,NA,NA,387,387
334,1990-02-01,Jaber Ehdaie,An Econometric Method for Estimat- ing the Tax Elasticity and the Impact on Revenues of Discretionary Tax Measures (Applied to Malawi and Mauritius),1990,NA,NA,NA,NA,NA,1495,1495
335,1989-12-01,Ramon E. Lopez; Luis A. Riveros,Macroeconomic Adjustment and the Labor Market in Four Latin American Countries,1989,NA,NA,NA,NA,NA,700,700
336,1990-05-01,Arvind Panagariya,Input Tariffs and Duty Drawbacks in the Design of Tariff Reform,1990,NA,NA,NA,NA,NA,447,447
337,1989-12-01,Rodolfo A. Bulatao; Eduard Bos; Patience W. Stephens; My T. Vu,Projecting Mortality for All Countries,1989,NA,NA,NA,NA,NA,818,818
338,1990-05-01,Sunita Kikeri,Bank Lending for Divestiture: A Review of Experience,1990,NA,NA,NA,NA,NA,472,472
339,1989-12-01,Luis Servén; Andres Solimano,Private Investment and Macroecono- mic Adjustment: An Overview,1989,NA,NA,NA,NA,NA,643,643
340,1990-01-01,Vincent P. Polizatto,Prudential Regulation and Banking Supervision: Building an Institutional Framework for Banks,1990,NA,NA,NA,NA,NA,2086,2086
