handle,citation,dsoid,abstract_views,downloads,scraping_date
10986/14110,"Looi Kee, Hiau; Teck Hoon, Hian. 2004. Trade, Capital Accumulation, and            Structural Unemployment: An Empirical Study of the            Singapore Economy. Policy Research Working Paper;No.3272. World Bank, Washington, D.C.. © World Bank. https://openknowledge.worldbank.org/handle/10986/14110 License: CC BY 3.0 IGO.”",16219,1027.0,6073.0,11/15/2021 16:09:15
10986/6315,"Beck, Thorsten; Demirgüç-Kunt, Asli; Martínez Pería, María Soledad. 2008. Bank Financing for SMEs around the World : Drivers, Obstacles, Business Models, and Lending Practices. Policy Research Working Paper; No. 4785. Washington, DC:  World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/6315 License: CC BY 3.0 IGO.”",6646,6173.0,7033.0,11/15/2021 16:09:16
10986/33945,"Azevedo, Joao Pedro; Hasan, Amer; Goldemberg, Diana; Iqbal, Syedah Aroob; Geven, Koen. 2020. Simulating the Potential Impacts of COVID-19 School Closures on Schooling and Learning Outcomes : A Set of Global Estimates. Policy Research Working Paper;No. 9284. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/33945 License: CC BY 3.0 IGO.”",66057,11323.0,6116.0,11/15/2021 16:09:17
10986/3431,"Gibson, John; McKenzie, David. 2011. Eight Questions about Brain Drain. Policy Research working paper ; no. WPS 5668. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3431 License: CC BY 3.0 IGO.”",3303,1659.0,6801.0,11/15/2021 16:09:19
10986/30069,"Ayyagari, Meghana; Demirguc-Kunt, Asli; Maksimovic, Vojislav. 2018. Who Are America's Star Firms?. Policy Research Working Paper;No. 8534. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/30069 License: CC BY 3.0 IGO.”",54907,726.0,5605.0,11/15/2021 16:09:21
10986/18341,"Hallegatte, Stephane. 2014. Economic Resilience : Definition and Measurement. Policy Research Working Paper;No. 6852. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/18341 License: CC BY 3.0 IGO.”",20729,15113.0,5966.0,11/15/2021 16:09:22
10986/23631,"Kojima, Masami. 2016. Fossil Fuel Subsidy and Pricing Policies : Recent Developing Country Experience. Policy Research Working Paper;No. 7531. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/23631 License: CC BY 3.0 IGO.”",30865,1436.0,5677.0,11/15/2021 16:09:24
10986/22859,"Echandi, Roberto; Krajcovicova, Jana; Qiang, Christine Zhenwei. 2015. The Impact of Investment Policy in a Changing Global Economy : A Review of the Literature. Policy Research Working Paper;No. 7437. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/22859 License: CC BY 3.0 IGO.”",28908,1465.0,5513.0,11/15/2021 16:09:25
10986/19738,"Thomas, Vinod; Wang, Yan; Fan, Xibo. 2001. Measuring Education Inequality : Gini Coefficients of Education. Policy Research Working Paper;No. 2525. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/19738 License: CC BY 3.0 IGO.”",20620,8041.0,5586.0,11/15/2021 16:09:27
10986/7321,"Morrison, Andrew; Raju, Dhushyanth; Sinha, Nistha. 2007. Gender Equality, Poverty and Economic Growth. Policy Research Working Paper; No. 4349. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/7321 License: CC BY 3.0 IGO.”",7226,6919.0,7052.0,11/15/2021 16:09:28
10986/4072,"Jack, William; Lewis, Maureen. 2009. Health Investments and Economic Growth : Macroeconomic Evidence and Microeconomic Foundations. Policy Research working paper ; no. WPS 4877. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/4072 License: CC BY 3.0 IGO.”",3944,1787.0,5745.0,11/15/2021 16:10:30
10986/7507,"Maddison, David. 2007. The Perception of and Adaptation to Climate Change in Africa. Policy Research Working Paper; No. 4308. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/7507 License: CC BY 3.0 IGO.”",7188,3430.0,6367.0,11/15/2021 16:10:31
10986/29424,"Machado, Ana Luiza; Muller, Miriam. 2018. ""If it's already tough, imagine for me..."" : A Qualitative Perspective on Youth Out of School and Out of Work in Brazil. Policy Research Working Paper;No. 8358. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/29424 License: CC BY 3.0 IGO.”",53150,4582.0,5567.0,11/15/2021 16:10:32
10986/19722,"Easterly, William. 2001. The Effect of International Monetary Fund and World Bank Programs on Poverty. Policy Research Working Paper;No. 2517. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/19722 License: CC BY 3.0 IGO.”",20628,25588.0,5568.0,11/15/2021 16:10:33
10986/3751,"Gereffi, Gary; Fernandez-Stark, Karina. 2010. The Offshore Services Value Chain : Developing Countries and the Crisis. Policy Research working paper ; no. WPS 5262. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3751 License: CC BY 3.0 IGO.”",3623,1144.0,6921.0,11/15/2021 16:10:35
10986/6043,"Lin, Justin Yifu; Rosenblatt, David. 2012. Shifting Patterns of Economic Growth            and Rethinking Development. Policy Research Working Paper ; No. 6040. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/6043 License: CC BY 3.0 IGO.”",5892,1138.0,5625.0,11/15/2021 16:10:36
10986/14239,"Levine, Ross. 2004. The Corporate Governance of Banks: A Concise Discussion of Concepts and Evidence. Policy Research Working Paper;No.3404. World Bank, Washington, D.C.. © World Bank. https://openknowledge.worldbank.org/handle/10986/14239 License: CC BY 3.0 IGO.”",16336,3524.0,5274.0,11/15/2021 16:10:37
10986/4070,"Markandya, Anil; Pedroso-Galinato, Suzette. 2009. Economic Modeling of Income, Different Types of Capital and Natural Disasters. Policy Research working paper ; no. WPS 4875. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/4070 License: CC BY 3.0 IGO.”",3942,458.0,5204.0,11/15/2021 16:59:41
10986/3519,"Gomez Osorio, Camilo; Abriningrum, Dwi Endah; Blanco Armas, Enrique; Firdaus, Muhammad. 2011. Who Is Benefiting from Fertilizer Subsidies in Indonesia?. Policy Research working paper ; no. WPS 5758. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3519 License: CC BY 3.0 IGO.”",3391,819.0,5412.0,11/15/2021 17:26:35
10986/19191,"Das Gupta, Monica; Zhenghua, Jiang; Bohua, Li; Zhenming, Xie; Chung, Woojin; Hwa-Ok, Bae. 2002. Why is Son Preference so Persistent in East and South Asia? A Cross-Country Study of China, India, and the Republic of Korea. Policy Research Working Paper;No. 2942. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/19191 License: CC BY 3.0 IGO.”",20268,2725.0,5625.0,11/15/2021 17:26:37
10986/14136,"Calderón, César; Servén, Luis. 2004. The Effects of Infrastructure            Development on Growth and Income Distribution. Policy Research Working Paper;No.3400. World Bank, Washington, D.C.. © World Bank. https://openknowledge.worldbank.org/handle/10986/14136 License: CC BY 3.0 IGO.”",16322,13146.0,5300.0,11/15/2021 17:26:38
10986/14128,"Dollar, David. 2004. Globalization, Poverty, and            Inequality Since 1980. Policy Research Working Paper;No.3333. World Bank, Washington, D.C.. © World Bank. https://openknowledge.worldbank.org/handle/10986/14128 License: CC BY 3.0 IGO.”",16329,14039.0,5251.0,11/15/2021 17:26:39
10986/8447,"Anderson, Jock R.; Feder, Gershon; Ganguly, Sushma. 2006. The Rise and Fall of Training and Visit Extension : An Asian Mini-drama with an African Epilogue. Policy Research Working Paper; No. 3928. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/8447 License: CC BY 3.0 IGO.”",8729,989.0,6329.0,11/15/2021 17:26:40
10986/3801,"Calderón, César; Servén, Luis. 2010. Infrastructure in Latin America. Policy Research Working Paper ; No. 5317. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3801 License: CC BY 3.0 IGO.”",3673,981.0,6513.0,11/15/2021 17:26:42
10986/8805,"Shah, Anwar. 2006. Corruption and Decentralized Public Governance. Policy Research Working Paper; No. 3824. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/8805 License: CC BY 3.0 IGO.”",8627,1543.0,5781.0,11/15/2021 17:29:09
10986/12203,"Allen, Franklin; Demirguc-Kunt, Asli; Klapper, Leora; Peria, Maria Soledad Martinez. 2012. The Foundations of Financial Inclusion : Understanding Ownership and Use of Formal Accounts. Policy Research Working Paper; No. 6290. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/12203 License: CC BY 3.0 IGO.”",13324,3456.0,5186.0,11/15/2021 17:29:10
10986/6794,"Berger, Allen N.; Klapper, Leora F.; Turk-Ariss, Rima. 2008. Bank Competition and Financial Stability. Policy Research Working Paper No. 4696. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/6794 License: CC BY 3.0 IGO.”",6919,3946.0,6075.0,11/15/2021 17:29:12
10986/6988,"Calderón, César; Servén, Luis. 2008. Infrastructure and Economic Development in Sub-Saharan Africa. Policy Research Working Paper No. 4712. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/6988 License: CC BY 3.0 IGO.”",6934,6512.0,6265.0,11/15/2021 17:29:13
10986/20375,"Aslan, Cigdem; Duarte, David. 2014. How Do Countries Measure, Manage, and Monitor Fiscal Risks Generated by Public-Private Partnerships? Chile, Peru, South Africa, Turkey. Policy Research Working Paper;No. 7041. World Bank Group, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/20375 License: CC BY 3.0 IGO.”",23605,1256.0,4978.0,11/15/2021 17:29:15
10986/19587,"Wang, Yan; Yao, Yudong. 2001. Sources of China's Economic Growth, 1952-99 : Incorporating Human Capital Accumulation. Policy Research Working Paper;No. 2650. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/19587 License: CC BY 3.0 IGO.”",20475,1527.0,4927.0,11/15/2021 17:29:17
10986/3848,"Timilsina, Govinda R.; Shrestha, Ashish. 2010. Biofuels : Markets, Targets and Impacts. Policy Research working paper ; no. WPS 5364. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3848 License: CC BY 3.0 IGO.”",3720,1746.0,4999.0,11/15/2021 17:29:18
10986/21854,"Zeng, Douglas Zhihua. 2015. Global Experiences with Special Economic Zones : Focus on China and Africa. Policy Research Working Paper;No. 7240. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/21854 License: CC BY 3.0 IGO.”",26511,5201.0,4780.0,11/15/2021 17:29:20
10986/6322,"Chen, Shaohua; Ravallion, Martin. 2008. The Developing World is Poorer Than We Thought, but No Less Successful in the Fight Against Poverty. Policy Research Working Paper; No. 4703. Washington, DC:  World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/6322 License: CC BY 3.0 IGO.”",6674,1747.0,6268.0,11/15/2021 17:29:21
10986/22659,"Del Carpio, Ximena V.; Wagner, Mathis. 2015. The Impact of Syrians Refugees on the Turkish Labor Market. Policy Research Working Paper;No. 7402. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/22659 License: CC BY 3.0 IGO.”",28366,2964.0,5060.0,11/15/2021 17:29:23
10986/20639,"Hallegatte, Stephane; Bangalore, Mook; Bonzanigo, Laura; Fay, Marianne; Narloch, Ulf; Rozenberg, Julie; Vogt-Schilb, Adrien. 2014. Climate Change and Poverty : An Analytical Framework. Policy Research Working Paper;No. 7126. World Bank Group, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/20639 License: CC BY 3.0 IGO.”",24868,5531.0,5002.0,11/15/2021 17:30:25
10986/23922,"Gentilini, Ugo. 2016. The Revival of the ""Cash versus Food"" Debate : New Evidence for an Old Quandary?. Policy Research Working Paper;No. 7584. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/23922 License: CC BY 3.0 IGO.”",32162,779.0,5071.0,11/15/2021 17:30:26
10986/15915,"Lustig, Nora; Lopez-Calva, Luis F.; Ortiz-Juarez, Eduardo. 2013. Deconstructing the Decline in            Inequality in Latin America. Policy Research Working Paper;No.6552. World Bank, Washington, D.C. © World Bank. https://openknowledge.worldbank.org/handle/10986/15915 License: CC BY 3.0 IGO.”",16840,1971.0,4914.0,11/15/2021 17:30:27
10986/31543,"Maliszewska, Maryla; van der Mensbrugghe, Dominique. 2019. The Belt and Road Initiative : Economic, Poverty and Environmental Impacts. Policy Research Working Paper;No. 8814. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/31543 License: CC BY 3.0 IGO.”",58587,8951.0,4931.0,11/15/2021 17:30:29
10986/3328,"Ratha, Dilip; Mohapatra, Sanket; Scheja, Elina. 2011. Impact of Migration on Economic and Social Development : A Review of Evidence and Emerging Issues. Policy Research working paper ; no. WPS 5558. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3328 License: CC BY 3.0 IGO.”",3200,16453.0,5402.0,11/15/2021 17:30:30
10986/23931,"Lee, Hyung Chul. 2016. Can Electronic Tax Invoicing Improve Tax Compliance? : A Case Study of the Republic of Korea's Electronic Tax Invoicing for Value-Added Tax. Policy Research Working Paper;No. 7592. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/23931 License: CC BY 3.0 IGO.”",32148,1466.0,4802.0,11/15/2021 17:30:31
10986/19773,"Shah, Ajay; Fernandes, Kshama. 2000. The Relevance of Index Funds for Pension Investment in Equities. Policy Research Working Paper;No. 2494. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/19773 License: CC BY 3.0 IGO.”",20651,507.0,4679.0,11/15/2021 17:30:33
10986/18161,"Adams, Richard H. Jr.. 2003. International Migration, Remittances, and the Brain Drain : A Study of 24 Labor-Exporting Countries. Policy Research Working Paper;No. 3069. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/18161 License: CC BY 3.0 IGO.”",19990,3643.0,4990.0,11/15/2021 17:30:35
10986/3771,"Ravallion, Martin. 2010. Poverty Lines across the World. Policy Research working paper ; no. WPS 5284. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3771 License: CC BY 3.0 IGO.”",3643,2335.0,6431.0,11/15/2021 17:35:39
10986/18127,"Ianchovichina, Elena; Walmsley, Terrie. 2003. The Impact of China's WTO Accession on East Asia. Policy Research Working Paper;No. 3109. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/18127 License: CC BY 3.0 IGO.”",19946,653.0,5186.0,11/15/2021 17:35:40
10986/4015,"Vollmer, Sebastian; Ziegler, Maria. 2009. Political Institutions and Human Development : Does Democracy Fulfill its 'Constructive' and 'Instrumental' Role?. Policy Research working paper ; no. WPS 4818. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/4015 License: CC BY 3.0 IGO.”",3887,1446.0,4845.0,11/15/2021 17:35:41
10986/4021,"Delavande, Adeline; Giné, Xavier; McKenzie, David. 2009. Measuring Subjective Expectations in Developing Countries : A Critical Review and New Evidence. Policy Research working paper ; no. WPS 4824. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/4021 License: CC BY 3.0 IGO.”",3893,575.0,4970.0,11/15/2021 17:35:43
10986/19941,"Loayza, Norman V.; Odawara, Rei. 2010. Infrastructure and Economic Growth in Egypt. Policy Research Working Paper;No. 5177. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/19941 License: CC BY 3.0 IGO.”",22875,6343.0,4781.0,11/15/2021 17:35:44
10986/4082,"De Hoyos, Rafael E.; Medvedev, Denis. 2009. Poverty Effects of Higher Food Prices : A Global Perspective. Policy Research working paper ; no. WPS 4887. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/4082 License: CC BY 3.0 IGO.”",3954,731.0,5648.0,11/15/2021 17:35:45
10986/8901,"Grais, Wafik; Pellegrini, Matteo. 2006. Corporate Governance and Shariah Compliance in Institutions Offering Islamic Financial Services. Policy Research Working Paper No. 4054. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/8901 License: CC BY 3.0 IGO.”",8862,2304.0,4862.0,11/15/2021 17:35:46
